company,location,salary estimate,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,City,Latitude,Longitude
MCG Health,United States,135800,0,4.6,1,1,1,1,0,0,data engineer,Senior,United States,39.7837304,-100.445882
The Bank of Missouri,"Perryville, MO",42700,0,4.3,1,0,0,0,0,0,data engineer,junior,Perryville,39.5594191,-76.0732254
CVS Health,Texas,105000,0,3.1,1,0,0,0,0,1,data engineer,Senior,Texas,31.2638905,-98.5456116
"Hyatt Corporate Office, Chicago","Chicago, IL",71990,0,4.0,1,1,0,1,0,1,data engineer,Senior,Chicago,41.8755616,-87.6244212
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
Mars,"Chicago, IL",100932,0,4.3,1,1,1,1,0,1,data engineer,Senior,Chicago,41.8755616,-87.6244212
"Stuller, Inc.","Lafayette, LA",90402,0,3.3,1,0,0,1,0,0,data engineer,mid,Lafayette,30.2262187,-92.0178202
"Spiff, Inc.",Remote,110000,0,4.1,1,0,1,1,0,1,data engineer,Senior,Remote,,
urpan technology,Remote,95000,1,4.5,1,0,0,0,1,0,data engineer,Senior,Remote,,
Rxadvance Corporation,"Southborough, MA",93316,0,3.2,1,0,0,1,0,0,data engineer,junior,Southborough,42.3056501,-71.5245087
LoanPro,"Farmington, UT",90407,0,4.8,1,1,0,1,1,1,data engineer,Senior,Farmington,41.7198216,-72.8320435
Tampa Bay Rays,"Saint Petersburg, FL",78453,0,4.1,1,1,1,0,1,0,data engineer,Senior,Saint Petersburg,59.938732,30.316229
"Amick Brown, LLC","Santa Clara, CA",127680,0,4.9,1,0,0,1,1,1,data engineer,mid,Santa Clara,37.2333253,-121.6846349
Arthur Grand Technologies Inc,"Charlotte, NC",94719,0,4.8,0,0,1,0,0,0,data engineer,mid,Charlotte,35.2272086,-80.8430827
Gravie,"Minneapolis, MN",93028,0,3.6,0,0,0,1,1,0,data engineer,Senior,Minneapolis,44.9772995,-93.2654692
HirexHire,"Chicago, IL",86855,0,5.0,1,0,0,0,0,0,data engineer,mid,Chicago,41.8755616,-87.6244212
Cisco Systems,"Research Triangle Park, NC",125983,0,4.3,0,0,0,0,0,0,data engineer,Senior,Research Triangle Park,35.8923773,-78.86588989367681
SnappyHires,"McLean, VA",139000,1,4.9,1,1,0,1,0,0,data engineer,Senior,McLean,40.4631789,-88.8196613
Apolis,Remote,170000,1,4.3,1,1,0,1,0,0,data engineer,Senior,Remote,,
N9 IT SOLUTIONS,Remote,84000,1,4.5,1,0,0,1,0,0,data engineer,mid,Remote,,
NOVUS Professional Services Inc.,"Greenwood Village, CO",160000,1,2.4,1,0,0,1,1,0,data engineer,Senior,Greenwood Village,39.6172101,-104.950814
Curinos,"New York, NY",105000,0,3.4,1,0,0,0,1,1,data engineer,Senior,New York,40.7127281,-74.0060152
SETI Institute,"Mountain View, CA",127227,0,4.8,1,0,0,0,1,0,data engineer,mid,Mountain View,37.3893889,-122.0832101
Xforia Inc,"Durham, NC",96511,0,3.4,1,0,0,0,0,0,data engineer,mid,Durham,54.666667,-1.75
General Mills,"Minneapolis, MN",124923,0,4.1,1,1,0,0,1,1,data engineer,Senior,Minneapolis,44.9772995,-93.2654692
Lightcast,"Moscow, ID",75312,0,4.4,0,1,0,1,0,1,data engineer,mid,Moscow,55.625578,37.6063916
Violet Ink,"Newark, NJ",120000,1,3.9,0,0,0,1,0,0,data engineer,Senior,Newark,40.735657,-74.1723667
Synchrony,"Chicago, IL",90000,0,4.3,1,1,1,1,1,0,data engineer,Senior,Chicago,41.8755616,-87.6244212
Preludesys,"Austin, TX",103817,0,3.8,1,0,1,0,0,0,data engineer,mid,Austin,30.2711286,-97.7436995
Archon Resources,"Tulsa, OK",120000,1,3.4,0,0,1,0,0,0,data engineer,mid,Tulsa,36.1563122,-95.9927516
CCC,"Chicago, IL",95136,0,4.2,1,1,0,1,0,0,data engineer,Senior,Chicago,41.8755616,-87.6244212
TogetherHealth,"Tampa, FL",92237,0,3.1,1,0,1,0,0,0,data engineer,Senior,Tampa,27.9477595,-82.458444
Stanford Health Care,"Palo Alto, CA",118820,1,4.0,0,0,0,0,0,0,data engineer,Senior,Palo Alto,37.4443293,-122.1598465
Applied Information Sciences,"Reston, VA",103557,0,4.5,0,0,1,0,1,0,data engineer,Senior,Reston,38.9583737,-77.3579805
Precision Solutions,"Washington, DC",109585,0,4.2,1,0,1,1,0,0,data engineer,Senior,Washington,38.8950368,-77.0365427
Decision Point Healthcare,"Boston, MA",92003,0,5.0,0,0,0,1,1,0,data engineer,junior,Boston,42.3554334,-71.060511
Altamira,"Springfield, VA",90418,0,4.1,0,1,1,1,0,0,data engineer,junior,Springfield,39.7990175,-89.6439575
N9 IT SOLUTIONS,Remote,70000,1,4.5,1,0,0,1,0,0,data engineer,junior,Remote,,
Computing Concepts Inc,"New York, NY",118520,1,3.3,1,0,0,0,0,0,data engineer,Senior,New York,40.7127281,-74.0060152
Adobe,"Lehi, UT",137250,0,4.4,1,1,0,0,0,0,data engineer,mid,Lehi,40.3881114,-111.8486019
Genspark,"Dover, MO",75000,1,3.9,1,1,0,0,1,0,data engineer,Senior,Dover,51.1251275,1.3134228
CareFirst BlueCross BlueShield,"Washington, DC",92305,0,3.5,1,0,0,0,1,0,data engineer,junior,Washington,38.8950368,-77.0365427
Strayer University,"Minneapolis, MN",73513,0,3.0,1,0,0,0,1,0,data engineer,junior,Minneapolis,44.9772995,-93.2654692
iPipeline,"Exton, PA",95585,0,3.8,1,0,0,1,1,0,data engineer,Senior,Exton,40.02985865,-75.62897763847262
Equativ,"Paris, OR",93967,0,4.6,0,0,0,0,1,0,data engineer,Senior,Paris,48.8588897,2.3200410217200766
Prestige Financial Services Inc,"Draper, UT",90710,0,3.6,0,0,0,1,0,0,data engineer,mid,Draper,40.5247777,-111.8627989
Nasscomm,Remote,120000,1,3.7,0,0,1,0,0,0,data engineer,mid,Remote,,
LogixHealth,"Bedford, MA",110164,0,3.4,0,0,0,0,1,0,data engineer,Senior,Bedford,40.0271453,-78.5237447
Mican Technologies,"Houston, TX",135000,1,4.3,1,0,0,0,0,0,data engineer,mid,Houston,29.7589382,-95.3676974
Denken Solution's Inc,"Tarrytown, NY",105000,1,4.4,1,1,0,1,0,0,data engineer,mid,Tarrytown,41.0762077,-73.8587461
Fannie Mae,"Washington, DC",103335,0,4.0,1,0,0,1,0,0,data engineer,Senior,Washington,38.8950368,-77.0365427
Clairvoyant,Remote,130000,0,4.2,1,0,0,1,0,0,data engineer,Senior,Remote,,
Brownells Inc.,"Grinnell, IA",86265,0,3.3,0,0,1,0,0,0,data engineer,Senior,Grinnell,39.12723,-100.629031
Kairos Technologies Inc,Remote,155000,1,4.4,1,0,0,1,1,1,data engineer,Senior,Remote,,
Zodiac Solutions,Remote,127500,0,3.7,1,0,0,1,0,0,data engineer,mid,Remote,,
The Swift Group,"McLean, VA",107055,0,5.0,1,0,0,0,1,0,data engineer,Senior,McLean,40.4631789,-88.8196613
RCLCO,"Denver, CO",72500,0,4.3,1,0,0,0,1,0,data analyst,Senior,Denver,39.7392364,-104.984862
Carvana,"Carmel, IN",51672,0,3.0,1,0,0,0,1,0,data engineer,Senior,Carmel,39.9784186,-86.1283681
Medidata Solutions,"New York, NY",171289,0,4.3,1,0,0,1,0,0,data engineer,Senior,New York,40.7127281,-74.0060152
Precision Castparts Corp.,Remote,85000,0,3.2,1,0,1,1,0,1,data engineer,junior,Remote,,
Cushman & Wakefield,"Chicago, IL",94974,0,3.7,0,0,1,0,0,0,data engineer,Senior,Chicago,41.8755616,-87.6244212
Arcfield,"Reston, VA",112436,0,4.5,1,0,0,1,0,1,data engineer,Senior,Reston,38.9530559,-77.35021396591173
etrailer.com,Remote,140000,0,3.8,1,0,1,0,0,1,data scientist,Senior,Remote,,
CUNA Mutual Group,Wisconsin,125350,0,4.1,1,0,1,0,0,1,data engineer,Senior,Wisconsin,44.4308975,-89.6884637
"AGM Tech Solutions, INC","Alpharetta, GA",163000,1,4.8,1,1,1,1,1,0,data engineer,mid,Alpharetta,34.0709576,-84.2747329
Sai Infotech,"Charlotte, NC",94580,1,3.4,0,0,0,0,0,0,data engineer,mid,Charlotte,35.2272086,-80.8430827
Sunera Technologies,Remote,162100,1,3.9,0,1,0,1,0,0,data engineer,Senior,Remote,,
SPINX Digital,Remote,110000,1,3.3,1,0,0,0,0,0,data engineer,Senior,Remote,,
Procter & Gamble,"Cincinnati, OH",101571,0,4.2,1,0,1,0,0,0,data engineer,Senior,Cincinnati,39.1014537,-84.5124602
1904labs,"Saint Louis, MO",64380,0,4.8,1,1,1,1,0,0,data engineer,Senior,Saint Louis,38.6280278,-90.1910154
Logistics Management Institute,"Tampa, FL",92430,0,4.3,1,0,1,1,0,1,data engineer,junior,Tampa,27.9477595,-82.458444
Delta,"Atlanta, GA",108168,0,4.3,1,1,0,0,1,1,data engineer,Senior,Atlanta,33.7489924,-84.3902644
Afia Inc.,"Ann Arbor, MI",72604,0,4.3,0,0,1,0,0,0,data engineer,junior,Ann Arbor,42.2813722,-83.7484616
Open Road Media,"New York, NY",65000,0,4.0,1,1,0,0,0,0,data engineer,junior,New York,40.7127281,-74.0060152
Barclays,"Whippany, NJ",105696,0,4.0,1,1,0,0,1,1,data engineer,Senior,Whippany,40.8245442,-74.4170972
etrailer.com,Remote,140000,0,3.8,1,0,1,0,0,1,data scientist,Senior,Remote,,
Sunera Technologies,Remote,162100,1,3.9,0,1,0,1,0,0,data engineer,Senior,Remote,,
SPINX Digital,Remote,110000,1,3.3,1,0,0,0,0,0,data engineer,Senior,Remote,,
Delta,"Atlanta, GA",108168,0,4.3,1,1,0,0,1,1,data engineer,Senior,Atlanta,33.7489924,-84.3902644
Xiartech,Remote,130000,0,3.3,1,1,0,1,0,0,data engineer,mid,Remote,,
Apexon,Remote,150000,1,4.1,1,0,0,0,0,0,data engineer,Senior,Remote,,
Activision,"Santa Monica, CA",143877,0,3.5,1,0,1,1,0,0,data engineer,Senior,Santa Monica,34.0194704,-118.491227
BOEING,"Seal Beach, CA",81446,0,3.8,1,0,0,0,1,1,data engineer,junior,Seal Beach,33.7423967,-118.1055926
Liberty Source,"Hampton, VA",90526,0,3.0,1,0,0,1,0,1,data engineer,Senior,Hampton,37.0264414,-76.3442846
Education Analytics,Remote,105000,0,4.5,1,0,0,1,0,0,data engineer,Senior,Remote,,
Devcare Solutions Ltd,"Trenton, NJ",145000,1,3.7,1,1,0,1,0,0,data engineer,mid,Trenton,40.2203074,-74.7659
Viasat,Arizona,173475,0,4.2,1,1,1,1,0,0,data engineer,mid,Arizona,34.395342,-111.763275
Kaygen Inc.,Remote,115000,1,4.3,1,0,0,0,0,0,data engineer,mid,Remote,,
Boom Entertainment,United States,117500,0,4.4,1,0,0,0,0,0,data engineer,Senior,United States,39.7837304,-100.445882
Medline Industries Inc,"Chicago, IL",104126,0,3.6,1,0,1,0,0,1,data engineer,Senior,Chicago,41.8755616,-87.6244212
Mastechdigital,"Pittsburgh, PA",115000,1,3.9,0,0,0,0,0,0,data engineer,mid,Pittsburgh,40.4416941,-79.9900861
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
BlastPoint,Remote,140000,0,5.0,1,1,0,1,1,1,data engineer,Senior,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
Akraya Inc.,"Mountain View, CA",157000,1,4.9,1,0,0,1,0,0,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
BlastPoint,Remote,140000,0,5.0,1,1,0,1,1,1,data engineer,Senior,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
Akraya Inc.,"Mountain View, CA",157000,1,4.9,1,0,0,1,0,0,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
BlastPoint,Remote,140000,0,5.0,1,1,0,1,1,1,data engineer,Senior,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
Akraya Inc.,"Mountain View, CA",157000,1,4.9,1,0,0,1,0,0,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
MCG Health,United States,135800,0,4.6,1,1,1,1,0,0,data engineer,Senior,United States,39.7837304,-100.445882
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
BlastPoint,Remote,140000,0,5.0,1,1,0,1,1,1,data engineer,Senior,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
Akraya Inc.,"Mountain View, CA",157000,1,4.9,1,0,0,1,0,0,data engineer,Senior,Mountain View,37.3893889,-122.0832101
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
MCG Health,United States,135800,0,4.6,1,1,1,1,0,0,data engineer,Senior,United States,39.7837304,-100.445882
Deloitte,"Lake Mary, FL",65004,0,4.0,1,0,0,0,1,1,data analyst,Senior,Lake Mary,28.7562749,-81.322093
North Carolina State University,"Chapel Hill, NC",115000,1,4.3,0,0,0,0,0,0,data analyst,Senior,Chapel Hill,35.9131542,-79.05578
Arizona State University,"Scottsdale, AZ",56820,1,4.2,1,0,1,1,1,0,data analyst,Senior,Scottsdale,33.4942189,-111.926018
"Altec Industries, Inc.","Saint Joseph, MO",46621,0,3.9,0,0,0,0,0,0,data analyst,Senior,Saint Joseph,39.7686055,-94.8466322
DataEdge Usa,Remote,125000,1,4.4,0,0,0,0,1,0,data analyst,mid,Remote,,
The University of Chicago,"Chicago, IL",70125,0,4.2,0,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Boqueria,"New York, NY",82500,0,3.9,1,0,0,0,1,0,data analyst,mid,New York,40.7127281,-74.0060152
Wambi,"Philadelphia, PA",69440,0,4.8,0,0,0,0,1,0,data analyst,Senior,Philadelphia,39.9527237,-75.1635262
OhioHealth,"Columbus, OH",72374,0,3.7,0,0,0,0,1,0,data analyst,junior,Columbus,39.9622601,-83.0007065
Barclays,"Whippany, NJ",98849,0,4.0,0,0,0,0,1,0,data analyst,Senior,Whippany,40.8245442,-74.4170972
Booz Allen Hamilton,"Rome, NY",45000,1,4.2,1,0,0,0,0,1,data analyst,mid,Rome,41.8933203,12.4829321
Fabletics,California,86650,0,4.3,0,0,0,0,0,0,data analyst,Senior,California,36.7014631,-118.755997
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Crumbl Cookies,"Lindon, UT",57839,0,4.6,1,0,0,0,1,0,data analyst,Senior,Lindon,40.3432857,-111.72076
Trident United Way,"North Charleston, SC",56139,0,3.8,0,0,0,0,1,0,data analyst,Senior,North Charleston,32.8546197,-79.9748103
PPG Industries,"Cheswick, PA",59627,0,3.4,0,0,0,0,1,0,data analyst,Senior,Cheswick,40.5432898,-79.8017084
ST genetics,"Middleton, WI",50692,0,3.4,1,0,0,0,1,0,data analyst,junior,Middleton,43.0962919,-89.5119565
I28 Technologies,"Marysville, MI",57500,0,4.2,0,0,0,0,0,0,data analyst,junior,Marysville,48.0517429,-122.1768209
Crox Consulting,"Reston, VA",120000,1,3.9,0,0,0,0,1,0,data analyst,junior,Reston,38.9530559,-77.35021396591173
Numero Data,"Herndon, VA",80000,1,3.9,0,0,0,0,1,0,data analyst,Senior,Herndon,39.909726,-100.785153
DevCare Solutions Ltd,Remote,75460,1,3.7,0,0,1,0,0,0,data analyst,mid,Remote,,
ITTrail Blazers,Manhattan,58000,1,3.8,1,0,0,0,0,0,data analyst,mid,Manhattan,40.7896239,-73.9598939
PURPOSE HOME HEALTH,"Park Ridge, IL",66785,0,2.8,1,0,1,0,1,0,data analyst,mid,Park Ridge,42.0112329,-87.8406031
Kani Solutions,"Jersey City, NJ",67000,1,4.7,0,0,0,0,1,0,data analyst,junior,Jersey City,40.7215682,-74.047455
Della InfoTech Inc,Remote,144000,1,3.9,0,0,0,0,1,0,data analyst,Senior,Remote,,
Globus Medical,"Audubon, PA",55278,0,3.4,0,0,0,1,1,0,data analyst,mid,Audubon,41.670205,-94.9106526
DHL | Supply Chain,"Livonia, MI",70840,0,3.8,0,0,0,0,1,0,data analyst,Senior,Livonia,42.36837,-83.3527097
Microchip Technology,"Chandler, AZ",81335,0,4.0,1,0,0,0,1,0,data analyst,Senior,Chandler,33.3062031,-111.841185
Abbott Laboratories,"Columbus, OH",75726,0,3.8,1,0,0,0,1,0,data analyst,Senior,Columbus,39.9622601,-83.0007065
Fisher & Phillips LLP,New York State,85100,1,3.7,0,0,0,1,1,0,data analyst,Senior,New York State,43.1561681,-75.8449946
Big Fish Games,"Las Vegas, NV",69078,0,3.7,1,0,0,0,1,0,data analyst,Senior,Las Vegas,36.1672559,-115.148516
WINESHIPPING COM LLC,"Napa, CA",63954,0,3.8,0,0,0,0,1,0,data analyst,Senior,Napa,38.2971367,-122.2855293
NES Fircroft,"Houston, TX",43000,1,4.2,0,0,0,0,1,0,data analyst,junior,Houston,29.7589382,-95.3676974
Massachusetts General Hospital(MGH),"Cambridge, MA",60458,0,4.0,1,0,0,0,0,0,data analyst,Senior,Cambridge,52.2055314,0.1186637
D.A. Davidson Companies,"Salt Lake City, UT",88210,0,3.6,0,0,0,0,1,0,data analyst,Senior,Salt Lake City,40.7596198,-111.886797
Emory University,"Atlanta, GA",65797,0,4.2,0,0,0,0,1,0,data analyst,Senior,Atlanta,33.7489924,-84.3902644
CSU Fullerton Auxiliary Services,"Fullerton, CA",41000,1,3.6,0,0,0,0,1,0,data analyst,mid,Fullerton,33.8708215,-117.929416
Creatura Consulting,Remote,120000,1,5.0,0,0,0,0,0,0,data analyst,Senior,Remote,,
Phoenix Loss Control,Remote,100000,0,3.6,0,0,0,0,1,0,data analyst,mid,Remote,,
"BEN Group, Inc","Los Angeles, CA",67918,0,3.5,1,0,0,0,1,0,data analyst,Senior,Los Angeles,34.0536909,-118.242766
CODEFORCE 360,"Charlotte, NC",125000,1,3.7,0,0,0,0,0,0,data analyst,mid,Charlotte,35.2272086,-80.8430827
Trinidad Benham,Remote,60000,0,3.9,0,0,0,0,1,0,data analyst,Senior,Remote,,
Akraya Inc.,"San Bruno, CA",105000,1,4.9,0,0,0,0,0,0,data analyst,Senior,San Bruno,37.6248536,-122.4145986
Northwell Health,"Lake Success, NY",68900,0,4.0,0,0,0,0,0,0,data analyst,mid,Lake Success,40.7706572,-73.7176312
NASDAQ,New York State,62550,0,4.1,0,0,0,0,1,0,data analyst,Senior,New York State,43.1561681,-75.8449946
"CGI Group, Inc.","Austin, TX",63331,0,3.9,1,0,0,0,0,1,data analyst,junior,Austin,30.2711286,-97.7436995
"Tarrant County, TX","Tarrant, TX",5162,0,3.6,0,0,0,0,0,0,data analyst,junior,Tarrant,32.7513658,-97.335696
"TQI Solutions, Inc.","Norfolk, VA",64608,0,4.4,1,0,0,0,1,0,data analyst,Senior,Norfolk,52.666667,1.0
Dhar Mann Studios,"Burbank, CA",80000,1,4.4,0,0,0,0,0,0,data analyst,Senior,Burbank,34.1812089,-118.307201
RCLCO,"Denver, CO",72500,0,4.3,1,0,0,0,1,0,data analyst,Senior,Denver,39.7392364,-104.984862
MillerKnoll,Remote,58475,0,3.3,0,0,0,0,0,0,data analyst,junior,Remote,,
PCS GLOBAL TECH,"Chicago, IL",70000,0,4.7,0,0,0,0,1,0,data analyst,junior,Chicago,41.8755616,-87.6244212
Saela,"Orem, UT",70000,0,4.4,1,0,0,0,1,0,data analyst,mid,Orem,40.2981599,-111.6944313
Akraya Inc.,"Mountain View, CA",177000,1,4.9,1,0,0,0,0,0,data analyst,Senior,Mountain View,37.3893889,-122.0832101
BioMarin Pharmaceutical Inc.,Remote,81000,1,4.1,0,0,0,0,1,0,data analyst,junior,Remote,,
State of Tennessee,"Nashville, TN",6383,0,3.5,1,0,0,1,1,0,data analyst,Senior,Nashville,36.1622767,-86.7742984
HP,"Spring, TX",90149,0,4.2,0,0,0,0,1,0,data analyst,Senior,Spring,30.0795707,-95.4187924
Zillion Technologies,Remote,93000,1,3.8,1,0,0,0,0,0,data analyst,junior,Remote,,
corbion,"Lenexa, KS",61695,0,3.6,0,0,0,0,1,0,data analyst,Senior,Lenexa,38.9697458,-94.7845837
Munich Re America,"New York, NY",71122,0,4.3,0,0,0,0,1,0,data analyst,Senior,New York,40.7127281,-74.0060152
DRB,"Meridian, ID",56311,0,3.6,1,0,0,0,1,0,data analyst,Senior,Meridian,32.3643098,-88.703656
UC San Diego,"San Diego, CA",67800,0,4.2,1,0,0,0,1,0,data analyst,Senior,San Diego,32.7174202,-117.162772
TechnologyAdvice,"Nashville, TN",57851,0,4.5,1,0,0,0,1,0,data analyst,junior,Nashville,36.1622767,-86.7742984
AirPro Diagnostics/Nationwide Parts,"Jacksonville, FL",67038,0,3.3,1,0,0,0,1,0,data analyst,Senior,Jacksonville,30.3321838,-81.655651
LPL Financial,South Carolina,92000,0,3.9,0,0,0,0,1,0,data analyst,Senior,South Carolina,33.6874388,-80.4363743
"Atmosfy, Inc",Remote,75000,0,3.9,0,0,0,1,1,0,data analyst,Senior,Remote,,
TogetherHealth,"Tampa, FL",61551,0,3.1,0,0,0,1,0,0,data analyst,Senior,Tampa,27.9477595,-82.458444
Robinhood,"Denver, CO",93000,0,3.6,1,0,0,0,1,0,data analyst,Senior,Denver,39.7392364,-104.984862
PEN AIR CREDIT UNION,"Pensacola, FL",82500,0,3.5,0,0,0,0,0,0,data analyst,Senior,Pensacola,30.421309,-87.2169149
Kiss Products,"Port Washington, NY",62656,0,2.7,1,0,0,0,1,0,data analyst,junior,Port Washington,40.8257072,-73.6958069
T-Cetra LLC,"Dublin, OH",65530,0,3.6,0,0,0,0,1,0,data analyst,mid,Dublin,53.3493795,-6.2605593
Elevate Sports Ventures,"Charlotte, NC",61822,0,3.9,0,0,0,0,1,0,data analyst,junior,Charlotte,35.2272086,-80.8430827
Sounds True,"Louisville, CO",72500,0,3.1,0,0,0,0,1,0,data analyst,Senior,Louisville,38.2542376,-85.759407
